Date,Price,Open,High,Low,Vol.,Change %
5/12/2012,"2,827.34","3,044.79","3,085.40","2,774.45",10.55B,-7.19%
4/12/2012,"3,046.36","3,085.94","3,128.25","2,946.04",8.93B,-1.46%
3/12/2012,"3,091.57","2,979.11","3,134.17","2,900.28",9.68B,4.20%
2/12/2012,"2,966.89","2,830.10","3,000.11","2,825.19",9.35B,5.44%
1/12/2012,"2,813.84","2,657.39","2,834.30","2,627.23",8.79B,8.01%
12/11/2011,"2,605.15","2,615.67","2,674.53","2,518.01",8.75B,-0.58%
11/11/2011,"2,620.34","2,607.31","2,730.39","2,441.48",10.18B,-2.39%
10/11/2011,"2,684.41","2,401.19","2,753.37","2,298.89",11.33B,11.14%
9/11/2011,"2,415.40","2,583.34","2,643.37","2,414.31",11.94B,-6.36%
8/11/2011,"2,579.46","2,791.45","2,796.24","2,331.65",15.41B,-6.42%
7/11/2011,"2,756.38","2,775.08","2,878.94","2,724.99",9.76B,-0.62%
6/11/2011,"2,773.52","2,829.39","2,834.05","2,599.86",12.85B,-2.18%
5/11/2011,"2,835.30","2,881.28","2,887.75","2,739.85",11.83B,-1.33%
4/11/2011,"2,873.54","2,796.67","2,876.83","2,706.50",10.19B,3.32%
3/11/2011,"2,781.07","2,791.08","2,802.32","2,603.50",12.13B,-0.04%
2/11/2011,"2,782.27","2,717.61","2,840.51","2,705.54",9.62B,3.04%
1/11/2011,"2,700.08","2,676.65","2,766.17","2,663.64",9.52B,1.78%
12/10/2010,"2,652.87","2,535.19","2,675.26","2,535.19",9.34B,6.19%
11/10/2010,"2,498.23","2,520.45","2,592.94","2,459.79",11.05B,-0.37%
10/10/2010,"2,507.41","2,386.82","2,517.50","2,332.46",10.96B,5.86%
9/10/2010,"2,368.62","2,142.75","2,400.06","2,141.95",11.62B,12.04%
8/10/2010,"2,114.03","2,283.32","2,309.43","2,099.29",11.61B,-6.24%
7/10/2010,"2,254.70","2,110.75","2,307.60","2,061.14",12.50B,6.90%
6/10/2010,"2,109.24","2,244.79","2,341.11","2,105.26",14.17B,-6.55%
5/10/2010,"2,257.04","2,472.32","2,503.00","2,140.53",15.56B,-8.29%
4/10/2010,"2,461.19","2,411.68","2,535.28","2,383.77",13.66B,2.64%
3/10/2010,"2,397.96","2,247.40","2,432.25","2,247.33",14.44B,7.14%
2/10/2010,"2,238.26","2,155.81","2,251.68","2,100.17",12.18B,4.23%
1/10/2010,"2,147.35","2,294.41","2,326.28","2,140.34",12.78B,-5.37%
12/9/2009,"2,269.15","2,162.23","2,295.80","2,155.96",11.53B,5.81%
11/9/2009,"2,144.60","2,047.42","2,205.32","2,024.27",11.98B,4.86%
10/9/2009,"2,045.11","2,111.77","2,190.64","2,040.21",15.23B,-3.64%
9/9/2009,"2,122.42","2,001.30","2,167.70","1,958.04",14.27B,5.64%
8/9/2009,"2,009.06","1,998.35","2,059.48","1,929.64",12.70B,1.54%
7/9/2009,"1,978.50","1,846.12","2,009.81","1,727.05",14.22B,7.82%
6/9/2009,"1,835.04","1,796.09","1,879.92","1,753.78",16.20B,3.42%
5/9/2009,"1,774.33","1,719.29","1,774.33","1,664.19",14.46B,3.32%
4/9/2009,"1,717.30","1,504.87","1,753.61","1,498.54",15.43B,12.35%
3/9/2009,"1,528.59","1,356.13","1,587.00","1,265.52",17.30B,10.94%
2/9/2009,"1,377.84","1,460.85","1,598.50","1,372.42",15.71B,-6.68%
1/9/2009,"1,476.42","1,578.87","1,665.63","1,434.08",15.09B,-6.38%
12/8/2008,"1,577.03","1,496.09","1,602.92","1,398.07",15.38B,2.70%
11/8/2008,"1,535.57","1,718.89","1,785.84","1,295.48",15.97B,-10.77%
10/8/2008,"1,720.95","2,075.10","2,083.20","1,493.79",25.28B,-17.73%
9/8/2008,"2,091.88","2,402.11","2,413.11","1,983.73",19.75B,-11.64%
8/8/2008,"2,367.52","2,326.83","2,473.20","2,280.93",14.41B,1.80%
7/8/2008,"2,325.55","2,274.24","2,353.39","2,167.29",20.42B,1.42%
6/8/2008,"2,292.98","2,514.82","2,549.94","2,290.59",19.27B,-9.10%
5/8/2008,"2,522.66","2,416.49","2,551.47","2,416.49",17.48B,4.55%
4/8/2008,"2,412.80","2,306.51","2,451.19","2,266.29",17.61B,5.87%
3/8/2008,"2,279.10","2,271.26","2,346.78","2,155.42",19.52B,0.34%
2/8/2008,"2,271.48","2,392.58","2,419.23","2,252.65",19.89B,-4.95%
1/8/2008,"2,389.86","2,653.91","2,661.50","2,202.54",24.81B,-9.89%
12/7/2007,"2,652.28","2,654.91","2,734.82","2,553.99",16.08B,-0.33%
11/7/2007,"2,660.96","2,835.00","2,835.63","2,539.81",21.07B,-6.93%
10/7/2007,"2,859.12","2,704.25","2,861.51","2,698.14",20.70B,5.83%
9/7/2007,"2,701.50","2,596.38","2,716.75","2,536.93",15.46B,4.05%
8/7/2007,"2,596.36","2,538.50","2,627.75","2,386.69",23.99B,2.00%
7/7/2007,"2,545.57","2,617.39","2,724.74","2,545.57",20.21B,-2.21%
6/7/2007,"2,603.23","2,614.01","2,634.60","2,534.97",20.01B,-0.05%
5/7/2007,"2,604.52","2,529.95","2,607.90","2,510.57",20.21B,3.15%
4/7/2007,"2,525.09","2,425.36","2,562.99","2,409.04",18.18B,4.27%
3/7/2007,"2,421.64","2,377.18","2,459.96","2,331.57",20.27B,0.23%
2/7/2007,"2,416.15","2,474.08","2,531.42","2,395.35",17.10B,-1.94%
1/7/2007,"2,463.93","2,429.72","2,508.93","2,394.66",18.72B,2.01%
12/6/2006,"2,415.29","2,430.75","2,470.95","2,392.95",16.06B,-0.68%
11/6/2006,"2,431.77","2,373.49","2,468.42","2,316.82",17.20B,2.75%
10/6/2006,"2,366.71","2,257.00","2,379.29","2,224.21",20.92B,4.79%
9/6/2006,"2,258.43","2,194.56","2,273.30","2,147.44",18.44B,3.42%
8/6/2006,"2,183.75","2,080.34","2,193.34","2,048.22",18.68B,4.41%
7/6/2006,"2,091.47","2,177.91","2,190.44","2,012.78",26.89B,-3.71%
6/6/2006,"2,172.09","2,179.82","2,233.88","2,065.11",17.54B,-0.31%
5/6/2006,"2,178.88","2,329.79","2,352.56","2,135.81",-,-6.19%
4/6/2006,"2,322.57","2,352.24","2,375.54","2,299.42",-,-0.74%
3/6/2006,"2,339.79","2,288.15","2,353.14","2,239.54",-,2.56%
2/6/2006,"2,281.39","2,294.11","2,313.53","2,232.68",-,-1.06%
1/6/2006,"2,305.82","2,216.53","2,332.92","2,189.91",-,4.56%
12/5/2005,"2,205.32","2,244.85","2,278.16","2,200.51",-,-1.23%
11/5/2005,"2,232.82","2,109.89","2,269.30","2,108.86",-,5.31%
10/5/2005,"2,120.30","2,152.70","2,167.00","2,025.58",-,-1.46%
9/5/2005,"2,151.69","2,150.03","2,186.83","2,093.06",-,-0.02%
8/5/2005,"2,152.09","2,191.49","2,219.91","2,112.25",-,-1.50%
7/5/2005,"2,184.83","2,060.97","2,201.39","2,050.30",-,6.22%
6/5/2005,"2,056.96","2,067.23","2,106.57","2,039.69",-,-0.54%
5/5/2005,"2,068.22","1,923.23","2,076.80","1,916.03",-,7.63%
4/5/2005,"1,921.65","2,009.09","2,021.82","1,889.83",-,-3.88%
3/5/2005,"1,999.23","2,057.47","2,100.57","1,968.58",-,-2.56%
2/5/2005,"2,051.72","2,063.27","2,103.45","2,023.00",-,-0.52%
1/5/2005,"2,062.41","2,184.75","2,191.60","2,008.68",-,-5.20%
12/4/2004,"2,175.44","2,104.58","2,185.56","2,097.86",-,3.75%
11/4/2004,"2,096.81","1,975.48","2,117.89","1,969.32",-,6.17%
10/4/2004,"1,974.99","1,909.59","1,984.18","1,899.33",-,4.12%
9/4/2004,"1,896.84","1,833.37","1,925.85","1,833.33",-,3.20%
8/4/2004,"1,838.10","1,874.93","1,893.13","1,750.82",-,-2.61%
7/4/2004,"1,887.36","2,045.53","2,045.53","1,829.06",-,-7.83%
6/4/2004,"2,047.79","1,978.52","2,055.65","1,960.26",-,3.07%
5/4/2004,"1,986.74","1,928.72","1,991.87","1,865.40",-,3.47%
4/4/2004,"1,920.15","1,996.45","2,079.12","1,919.39",-,-3.71%
3/4/2004,"1,994.22","2,036.92","2,069.02","1,896.91",-,-1.75%
2/4/2004,"2,029.82","2,072.13","2,094.92","1,991.05",-,-1.76%
1/4/2004,"2,066.15","2,011.08","2,153.83","1,999.77",-,3.13%
12/3/2003,"2,003.37","1,972.97","2,015.23","1,887.46",-,2.20%
11/3/2003,"1,960.26","1,941.31","1,992.27","1,878.07",-,1.45%
10/3/2003,"1,932.21","1,797.07","1,966.87","1,796.09",-,8.13%
9/3/2003,"1,786.94","1,817.92","1,913.74","1,783.46",-,-1.30%
8/3/2003,"1,810.45","1,731.63","1,813.82","1,640.88",-,4.35%
7/3/2003,"1,735.02","1,617.30","1,776.10","1,598.92",-,6.92%
6/3/2003,"1,622.80","1,612.10","1,686.10","1,584.70",-,1.68%
5/3/2003,"1,595.91","1,463.00","1,599.92","1,451.32",-,8.99%
4/3/2003,"1,464.31","1,347.54","1,482.49","1,338.23",-,9.18%
3/3/2003,"1,341.17","1,344.21","1,425.73","1,253.22",-,0.27%
2/3/2003,"1,337.52","1,324.74","1,352.07","1,261.79",-,1.26%
1/3/2003,"1,320.91","1,346.93","1,467.35","1,303.64",-,-1.09%
12/2/2002,"1,335.51","1,507.94","1,521.44","1,327.19",-,-9.69%
11/2/2002,"1,478.78","1,320.95","1,497.44","1,313.72",-,11.21%
10/2/2002,"1,329.75","1,180.26","1,347.58","1,108.49",-,13.45%
9/2/2002,"1,172.06","1,302.67","1,347.27","1,160.07",-,-10.86%
8/2/2002,"1,314.85","1,322.47","1,426.76","1,205.68",-,-1.01%
7/2/2002,"1,328.26","1,457.04","1,459.84","1,192.42",-,-9.22%
6/2/2002,"1,463.21","1,613.50","1,621.50","1,375.53",-,-9.44%
5/2/2002,"1,615.73","1,683.76","1,759.33","1,560.29",-,-4.29%
4/2/2002,"1,688.23","1,834.59","1,865.37","1,640.97",-,-8.51%
3/2/2002,"1,845.35","1,745.49","1,946.23","1,742.08",-,6.58%
2/2/2002,"1,731.49","1,928.83","1,942.15","1,696.55",-,-10.47%
1/2/2002,"1,934.03","1,965.18","2,098.88","1,851.49",-,-0.84%
12/1/2001,"1,950.40","1,915.13","2,065.69","1,898.98",-,1.03%
11/1/2001,"1,930.58","1,705.52","1,965.09","1,683.99",-,14.22%
10/1/2001,"1,690.20","1,491.45","1,792.87","1,458.41",-,12.77%
9/1/2001,"1,498.80","1,802.29","1,836.19","1,387.06",-,-16.98%
8/1/2001,"1,805.43","2,051.56","2,102.53","1,777.11",-,-10.94%
7/1/2001,"2,027.13","2,156.76","2,181.05","1,934.67",-,-6.21%
6/1/2001,"2,161.24","2,131.12","2,264.58","1,973.70",-,2.40%
5/1/2001,"2,110.49","2,116.24","2,328.05","2,052.41",-,-0.27%
4/1/2001,"2,116.24","1,835.22","2,202.86","1,619.58",-,15.00%
3/1/2001,"1,840.26","2,126.30","2,243.78","1,794.21",-,-14.48%
2/1/2001,"2,151.83","2,771.57","2,796.89","2,127.50",-,-22.39%
1/1/2001,"2,772.73","2,474.16","2,892.36","2,251.71",-,12.23%
12/1/2000,"2,470.52","2,644.09","3,028.75","2,288.16",-,-4.90%
11/1/2000,"2,597.93","3,316.51","3,480.01","2,523.04",-,-22.90%
10/1/2000,"3,369.63","3,714.48","3,714.48","3,026.11",-,-8.25%
9/1/2000,"3,672.82","4,252.15","4,259.87","3,614.66",-,-12.68%
8/1/2000,"4,206.35","3,760.95","4,208.73","3,521.14",-,11.66%
7/1/2000,"3,766.99","3,950.59","4,289.06","3,615.79",-,-5.02%
6/1/2000,"3,966.11","3,471.95","4,073.73","3,400.91",-,16.62%
5/1/2000,"3,400.91","3,930.18","3,982.38","3,042.66",-,-11.91%
4/1/2000,"3,860.66","4,494.89","4,572.84","3,227.04",-,-15.57%
3/1/2000,"4,572.83","4,732.82","5,132.52","4,355.69",-,-2.64%
2/1/2000,"4,696.69","3,961.07","4,698.46","3,911.84",-,19.19%
1/1/2000,"3,940.35","4,186.19","4,303.15","3,711.09",-,-3.17%
12/1/1999,"4,069.31","3,341.10","4,090.61","3,321.57",-,21.98%
11/1/1999,"3,336.16","2,970.93","3,469.35","2,967.63",-,12.46%
10/1/1999,"2,966.43","2,729.04","2,978.63","2,632.01",-,8.02%
9/1/1999,"2,746.16","2,752.33","2,897.53","2,684.70",-,0.25%
8/1/1999,"2,739.35","2,638.31","2,819.90","2,442.22",-,3.82%
7/1/1999,"2,638.49","2,692.96","2,874.92","2,619.08",-,-1.77%
6/1/1999,"2,686.12","2,467.51","2,696.87","2,364.59",-,8.73%
5/1/1999,"2,470.52","2,546.33","2,632.74","2,339.12",-,-2.84%
4/1/1999,"2,542.85","2,493.07","2,677.76","2,329.87",-,3.31%
3/1/1999,"2,461.40","2,286.83","2,520.63","2,235.19",-,7.58%
2/1/1999,"2,288.03","2,522.38","2,533.44","2,224.21",-,-8.69%
1/1/1999,"2,505.89","2,207.54","2,506.68","2,192.68",-,14.28%
12/1/1998,"2,192.69","1,928.51","2,200.63","1,924.15",-,12.47%
11/1/1998,"1,949.54","1,783.71","2,025.04","1,771.40",-,10.06%
10/1/1998,"1,771.39","1,663.30","1,781.63","1,357.09",-,4.58%
9/1/1998,"1,693.84","1,509.01","1,769.71","1,475.49",-,12.98%
8/1/1998,"1,499.25","1,869.72","1,874.31","1,498.73",-,-19.93%
7/1/1998,"1,872.39","1,904.24","2,028.18","1,871.72",-,-1.18%
6/1/1998,"1,894.74","1,770.37","1,898.76","1,715.04",-,6.51%
5/1/1998,"1,778.87","1,871.81","1,890.80","1,741.72",-,-4.79%
4/1/1998,"1,868.41","1,838.15","1,931.83","1,788.74",-,1.78%
3/1/1998,"1,835.68","1,778.72","1,840.83","1,708.48",-,3.68%
2/1/1998,"1,770.51","1,640.06","1,783.74","1,619.36",-,9.33%
1/1/1998,"1,619.36","1,574.10","1,629.54","1,465.61",-,3.12%
12/1/1997,"1,570.35","1,608.56","1,652.84","1,486.23",-,-1.89%
11/1/1997,"1,600.55","1,609.62","1,654.43","1,526.85",-,0.44%
10/1/1997,"1,593.61","1,690.79","1,748.78","1,465.84",-,-5.46%
9/1/1997,"1,685.69","1,595.07","1,702.49","1,587.32",-,6.20%
8/1/1997,"1,587.32","1,594.67","1,638.26","1,545.13",-,-0.41%
7/1/1997,"1,593.81","1,442.65","1,595.76","1,432.42",-,10.52%
6/1/1997,"1,442.07","1,407.07","1,458.85","1,375.45",-,2.98%
5/1/1997,"1,400.32","1,263.93","1,414.26","1,260.94",-,11.07%
4/1/1997,"1,260.76","1,211.28","1,267.41","1,194.16",-,3.20%
3/1/1997,"1,221.70","1,306.21","1,332.49","1,220.40",-,-6.67%
2/1/1997,"1,309.00","1,383.97","1,384.51","1,296.88",-,-5.13%
1/1/1997,"1,379.85","1,292.65","1,400.53","1,272.34",-,6.88%
12/1/1996,"1,291.03","1,294.78","1,328.95","1,251.03",-,-0.12%
11/1/1996,"1,292.61","1,223.72","1,293.75","1,165.81",-,5.82%
10/1/1996,"1,221.51","1,223.73","1,269.62","1,202.36",-,-0.44%
9/1/1996,"1,226.92","1,133.30","1,237.26","1,123.14",-,7.48%
8/1/1996,"1,141.50","1,081.34","1,154.03","1,080.41",-,5.64%
7/1/1996,"1,080.59","1,185.64","1,199.98","1,008.44",-,-8.81%
6/1/1996,"1,185.02","1,242.54","1,254.32","1,147.58",-,-4.70%
5/1/1996,"1,243.43","1,190.48","1,252.92","1,163.02",-,4.44%
4/1/1996,"1,190.52","1,105.77","1,191.17","1,092.23",-,8.09%
3/1/1996,"1,101.40","1,098.94","1,119.89","1,057.73",-,0.12%
2/1/1996,"1,100.05","1,058.26","1,122.05","1,057.70",-,3.80%
1/1/1996,"1,059.79","1,052.83","1,059.81",969.95,-,0.73%
12/1/1995,"1,052.13","1,060.66","1,075.14","1,001.37",-,-0.67%
11/1/1995,"1,059.20","1,037.30","1,068.80","1,016.36",-,2.23%
10/1/1995,"1,036.06","1,041.39","1,050.69",956.98,-,-0.72%
9/1/1995,"1,043.54","1,019.42","1,070.47","1,008.38",-,2.30%
8/1/1995,"1,020.11","1,001.57","1,035.35",970.6,-,1.89%
7/1/1995,"1,001.21",933.99,"1,011.90",931.95,-,7.26%
6/1/1995,933.45,865.67,940.21,863.76,-,7.97%
5/1/1995,864.58,844.72,886.1,839.26,-,2.44%
4/1/1995,843.98,816.06,844.45,810.82,-,3.28%
3/1/1995,817.21,794.33,830.01,790.23,-,2.96%
2/1/1995,793.73,756.68,796.24,755.2,-,5.10%
1/1/1995,755.2,751.31,774.35,740.44,-,0.43%
12/1/1994,751.96,748.83,752.21,710.87,-,0.22%
11/1/1994,750.32,776.25,777.52,728.72,-,-3.49%
10/1/1994,777.49,764.47,778.88,737.59,-,1.73%
9/1/1994,764.29,763,779.73,752.35,-,-0.17%
8/1/1994,765.62,722.84,767.67,715.77,-,6.02%
7/1/1994,722.16,706.29,726.06,699.37,-,2.29%
6/1/1994,705.96,735.01,744.97,690.85,-,-3.98%
5/1/1994,735.19,735.01,742.68,703.78,-,0.18%
4/1/1994,733.84,737.13,755.6,703.15,-,-1.29%
3/1/1994,743.46,793.35,804.53,731.74,-,-6.19%
2/1/1994,792.5,799.99,800.51,767.07,-,-1.00%
1/1/1994,800.47,777.29,800.7,768.34,-,3.05%
12/1/1993,776.8,757.4,777.02,750.25,-,2.97%
11/1/1993,754.39,779.78,786.26,737.53,-,-3.19%
10/1/1993,779.26,762.52,791.3,758.78,-,2.16%
9/1/1993,762.78,742.79,766.67,724.32,-,2.68%
8/1/1993,742.84,705.06,743.14,704.7,-,5.41%
7/1/1993,704.7,704.42,714.12,694.49,-,0.11%
6/1/1993,703.95,701.16,706.64,682.83,-,0.49%
5/1/1993,700.53,662.29,707.29,661.24,-,5.91%
4/1/1993,661.42,690.24,691.22,644.59,-,-4.16%
3/1/1993,690.13,671.84,697.52,668.55,-,2.89%
2/1/1993,670.77,696.79,711.29,647.69,-,-3.67%
1/1/1993,696.34,676.78,711.29,670.4,-,2.86%
12/1/1992,676.95,652.34,676.95,648.69,-,3.71%
11/1/1992,652.73,605.48,652.77,603.23,-,7.86%
10/1/1992,605.17,582.48,606.71,551.64,-,3.75%
9/1/1992,583.27,563.21,594.27,562.19,-,3.58%
8/1/1992,563.12,580.75,583.9,550.23,-,-3.05%
7/1/1992,580.83,563.36,581.11,553.74,-,3.06%
6/1/1992,563.6,584.43,591.12,545.85,-,-3.71%
5/1/1992,585.31,579.96,591.27,571,-,1.15%
4/1/1992,578.68,601.58,603.7,557.03,-,-4.16%
3/1/1992,603.77,633.85,637.25,599.41,-,-4.69%
2/1/1992,633.47,619.77,646.11,616.83,-,2.14%
1/1/1992,620.21,584.28,633.08,576.04,-,5.78%
12/1/1991,586.34,522.23,586.35,518.53,-,11.92%
11/1/1991,523.9,543.26,558.29,516.34,-,-3.51%
