"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Average price All property types","Percentage change (yearly) All property types","Percentage change (monthly) All property types","House price index All property types","Sales volume All property types","Average price Detached houses","Percentage change (yearly) Detached houses","Percentage change (monthly) Detached houses","House price index Detached houses","Average price Semi-detached houses","Percentage change (yearly) Semi-detached houses","Percentage change (monthly) Semi-detached houses","House price index Semi-detached houses","Average price Terraced houses","Percentage change (yearly) Terraced houses","Percentage change (monthly) Terraced houses","House price index Terraced houses","Average price Flats and maisonettes","Percentage change (yearly) Flats and maisonettes","Percentage change (monthly) Flats and maisonettes","House price index Flats and maisonettes","Average price First-time buyers","Percentage change (yearly) First-time buyers","Percentage change (monthly) First-time buyers","House price index First-time buyers","Average price Former owner-occupiers","Percentage change (yearly) Former owner-occupiers","Percentage change (monthly) Former owner-occupiers","House price index Former owner-occupiers","Average price Cash purchases","Percentage change (yearly) Cash purchases","Percentage change (monthly) Cash purchases","House price index Cash purchases","Sales volume Cash purchases","Average price Mortgage purchases","Percentage change (yearly) Mortgage purchases","Percentage change (monthly) Mortgage purchases","House price index Mortgage purchases","Sales volume Mortgage purchases","Average price New build","Percentage change (yearly) New build","Percentage change (monthly) New build","House price index New build","Sales volume New build","Average price Existing properties","Percentage change (yearly) Existing properties","Percentage change (monthly) Existing properties","House price index Existing properties","Sales volume Existing properties","Pivotable date"
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-08,106376,monthly,231898,2.73,0.31,121.63,106376,350964,3.7,0.18,121.98,218970,3.77,0.46,122.48,187871,2.99,0.55,122.04,207243,-0.04,-0.07,119.66,,,,,,,,,,,,,,,,,,,285880,5.06,0.93,125.15,10077,228331,2.63,0.23,121.42,96299,2018-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-09,87977,monthly,231454,2.92,-0.19,121.39,87977,351794,3.58,0.24,122.26,218879,3.96,-0.04,122.43,187079,3.22,-0.42,121.52,206000,0.39,-0.6,118.94,,,,,,,,,,,,,,,,,,,282432,3.18,-1.21,123.64,10888,228190,3.02,-0.06,121.35,77089,2018-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-10,97146,monthly,231211,2.72,-0.1,121.27,97146,351859,3.45,0.02,122.29,218698,3.31,-0.08,122.33,186499,3.02,-0.31,121.15,205987,0.64,-0.01,118.93,,,,,,,,,,,,,,,,,,,288016,4.53,1.98,126.09,11401,227355,2.6,-0.37,120.9,85745,2018-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-11,103537,monthly,230224,2.57,-0.43,120.75,103537,350089,3.49,-0.5,121.67,217983,3.33,-0.33,121.93,186139,3.09,-0.19,120.91,204365,-0.21,-0.79,117.99,,,,,,,,,,,,,,,,,,,276937,2.26,-3.85,121.24,12148,227388,2.81,0.01,120.92,91389,2018-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2018-12,88347,monthly,229729,1.95,-0.22,120.49,88347,347744,2.49,-0.67,120.86,217796,2.73,-0.09,121.82,185429,1.93,-0.38,120.45,205194,0.38,0.41,118.47,,,,,,,,,,,,,,,,,,,281169,2.8,1.53,123.09,16108,226403,2.01,-0.43,120.4,72239,2018-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-01,69048,monthly,228314,1.68,-0.62,119.75,69048,349197,2.8,0.42,121.36,216342,2.46,-0.67,121.01,183361,1.8,-1.12,119.11,202876,-0.87,-1.13,117.13,,,,,,,,,,,,,,,,,,,282120,0.94,0.34,123.51,6769,224734,1.77,-0.74,119.51,62279,2019-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-02,71207,monthly,227738,1.16,-0.25,119.44,71207,347442,1.7,-0.5,120.75,215763,2.16,-0.27,120.69,183453,1.39,0.05,119.17,202169,-1.16,-0.35,116.73,,,,,,,,,,,,,,,,,,,289409,0.22,2.58,126.7,7932,223427,1.3,-0.58,118.81,63275,2019-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-03,82406,monthly,227104,1.49,-0.28,119.11,82406,345433,1.79,-0.58,120.05,215930,2.47,0.08,120.78,183158,1.42,-0.16,118.98,201004,-0.12,-0.58,116.05,,,,,,,,,,,,,,,,,,,282768,2.07,-2.29,123.79,12277,223342,1.42,-0.04,118.77,70129,2019-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-04,77691,monthly,228749,1.26,0.72,119.97,77691,346829,1.8,0.4,120.54,217063,1.91,0.52,121.41,185385,1.36,1.22,120.42,202435,-0.45,0.71,116.88,,,,,,,,,,,,,,,,,,,285308,1.41,0.9,124.9,10055,224914,1.25,0.7,119.61,67636,2019-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-05,86556,monthly,229061,0.98,0.14,120.14,86556,346711,1.21,-0.03,120.5,217808,1.85,0.34,121.83,186135,1.42,0.4,120.91,201761,-1.14,-0.33,116.49,,,,,,,,,,,,,,,,,,,281880,1.74,-1.2,123.4,11014,225578,0.88,0.3,119.96,75542,2019-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-06,88417,monthly,230049,0.74,0.43,120.66,88417,347564,1.04,0.25,120.79,218676,1.27,0.4,122.32,186272,1.07,0.07,121.0,204271,-0.81,1.24,117.94,,,,,,,,,,,,,,,,,,,278546,-0.19,-1.18,121.94,17415,226984,0.84,0.62,120.71,71002,2019-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-07,93689,monthly,232618,0.62,1.12,122.0,93689,352091,0.5,1.3,122.37,220307,1.08,0.75,123.23,188616,0.95,1.26,122.52,206741,-0.31,1.21,119.37,,,,,,,,,,,,,,,,,,,292383,3.22,4.97,128.0,9731,228512,0.31,0.67,121.52,83958,2019-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-08,100287,monthly,233366,0.63,0.32,122.4,100287,354368,0.97,0.65,123.16,221347,1.09,0.47,123.81,190139,1.21,0.81,123.51,204645,-1.25,-1.01,118.16,,,,,,,,,,,,,,,,,,,284966,-0.32,-2.54,124.75,10670,230029,0.74,0.66,122.33,89617,2019-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-09,88538,monthly,233536,0.9,0.07,122.49,88538,353533,0.49,-0.24,122.87,220738,0.85,-0.28,123.47,189845,1.48,-0.15,123.32,207337,0.65,1.32,119.71,,,,,,,,,,,,,,,,,,,288825,2.26,1.35,126.44,11494,229851,0.73,-0.08,122.23,77044,2019-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-10,95117,monthly,232923,0.74,-0.26,122.16,95117,353066,0.34,-0.13,122.71,222433,1.71,0.77,124.42,188566,1.11,-0.67,122.49,204632,-0.66,-1.3,118.15,,,,,,,,,,,,,,,,,,,288718,0.24,-0.04,126.39,11134,229186,0.81,-0.29,121.88,83983,2019-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-11,97931,monthly,232100,0.81,-0.35,121.73,97931,353249,0.9,0.05,122.77,221620,1.67,-0.37,123.96,188207,1.11,-0.19,122.26,202398,-0.96,-1.09,116.86,,,,,,,,,,,,,,,,,,,276233,-0.25,-4.32,120.93,12381,229474,0.92,0.13,122.03,85550,2019-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2019-12,89479,monthly,231829,0.91,-0.12,121.59,89479,351119,0.97,-0.6,122.03,220585,1.28,-0.47,123.38,188464,1.64,0.14,122.42,203716,-0.72,0.65,117.62,,,,,,,,,,,,,,,,,,,277222,-1.4,0.36,121.36,16267,229077,1.18,-0.17,121.82,73212,2019-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-01,71912,monthly,232084,1.65,0.11,121.72,71912,352655,0.99,0.44,122.56,221223,2.26,0.29,123.74,187845,2.45,-0.33,122.02,203865,0.49,0.07,117.71,,,,,,,,,,,,,,,,,,,294371,4.34,6.19,128.87,6671,227741,1.34,-0.58,121.11,65241,2020-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-02,70149,monthly,230833,1.36,-0.54,121.07,70149,351491,1.17,-0.33,122.16,219970,1.95,-0.57,123.04,187722,2.33,-0.07,121.94,200842,-0.66,-1.48,115.96,,,,,,,,,,,,,,,,,,,284115,-1.83,-3.48,124.38,7349,227515,1.83,-0.1,120.99,62800,2020-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-03,69976,monthly,233169,2.67,1.01,122.29,69976,354531,2.63,0.86,123.22,221799,2.72,0.83,124.06,189253,3.33,0.82,122.94,204425,1.7,1.78,118.03,,,,,,,,,,,,,,,,,,,291903,3.23,2.74,127.79,9022,229245,2.64,0.76,121.91,60954,2020-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-04,27878,monthly,230342,0.7,-1.21,120.81,27878,352912,1.75,-0.46,122.65,219093,0.94,-1.22,122.55,187641,1.22,-0.85,121.89,198794,-1.8,-2.75,114.78,,,,,,,,,,,,,,,,,,,293012,2.7,0.38,128.27,,225935,0.45,-1.44,120.15,,2020-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-05,35511,monthly,231446,1.04,0.48,121.39,35511,351556,1.4,-0.38,122.18,221908,1.88,1.28,124.12,187674,0.83,0.02,121.91,201046,-0.35,1.13,116.08,,,,,,,,,,,,,,,,,,,290906,3.2,-0.72,127.35,,227417,0.82,0.66,120.94,,2020-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-06,50919,monthly,234942,2.13,1.51,123.22,50919,355108,2.17,1.01,123.42,224814,2.81,1.31,125.75,192158,3.16,2.39,124.82,203456,-0.4,1.2,117.47,,,,,,,,,,,,,,,,,,,283581,1.81,-2.52,124.15,,232228,2.31,2.12,123.49,,2020-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-07,61279,monthly,237198,1.97,0.96,124.41,61279,360465,2.38,1.51,125.28,226670,2.89,0.83,126.79,193107,2.38,0.49,125.44,205728,-0.49,1.12,118.78,,,,,,,,,,,,,,,,,,,296360,1.36,4.51,129.74,,233273,2.08,0.45,124.05,,2020-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-08,63296,monthly,240529,3.07,1.4,126.15,63296,367623,3.74,1.99,127.77,230465,4.12,1.67,128.91,195914,3.04,1.45,127.26,206010,0.67,0.14,118.94,,,,,,,,,,,,,,,,,,,304523,6.86,2.75,133.31,,236091,2.64,1.21,125.55,,2020-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-09,70750,monthly,243318,4.19,1.16,127.62,70750,373283,5.59,1.54,129.73,232359,5.26,0.82,129.97,197676,4.13,0.9,128.41,209190,0.89,1.54,120.78,,,,,,,,,,,,,,,,,,,302927,4.88,-0.52,132.61,,239417,4.16,1.41,127.32,,2020-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-10,,monthly,246663,5.9,1.37,129.37,,380043,7.64,1.81,132.08,235661,5.95,1.42,131.82,200519,6.34,1.44,130.26,210485,2.86,0.62,121.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2020-11,,monthly,249633,7.55,1.2,130.93,,383130,8.46,0.81,133.16,238221,7.49,1.09,133.25,203717,8.24,1.59,132.33,213303,5.39,1.34,123.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-01
